Business Role Id,Business Role,Object,CRUD Code,Capability IDs,Functional Role,Governance Type,Scope,SoD Group,Implemented,Active,Current Grant,Intended,Default Composition,Semantic Mapping Justification,Owner/Decision Reference
accountingManager,Accounting Manager,Inventory Stock,R,inventory.balance.read inventory.transaction.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
accountingManager,Accounting Manager,Inventory Adjustments,R,inventory.action.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
accountingManager,Accounting Manager,Purchase Orders,R,reorder.purchaseOrder.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
accountingManager,Accounting Manager,Receiving,R,(none),,CAPABILITY_GOVERNED,Enterprise finance,,NO,,,YES,,Business intent recorded; the platform does not model this action.,
accountingManager,Accounting Manager,Transfer Orders,R,warehouse.transferOrder.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
accountingManager,Accounting Manager,Serialized Assets,R,inventory.serializedAsset.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
accountingManager,Accounting Manager,Equipment / Installed Base,R,(none),,RULE_GOVERNED,Enterprise finance,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
accountingManager,Accounting Manager,Invoices / AR,CRE,finance.invoice.issue finance.read finance.adjustment.record,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
accountingManager,Accounting Manager,Payments,CRE,finance.payment.apply finance.read finance.refund.record,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
accountingManager,Accounting Manager,Notifications,R,(none),,RULE_GOVERNED,Enterprise finance,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
accountingManager,Accounting Manager,Audit Log,R,audit.event.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Accounts,R,account.record.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Contacts,R,(none),,RULE_GOVERNED,Enterprise finance,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
controller,Controller,Customer Locations,R,(none),,RULE_GOVERNED,Enterprise finance,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
controller,Controller,Opportunities,R,opportunity.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Sales Orders,R,salesOrder.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Commissions,CRE,(none),,UNMODELLED,Enterprise finance,,NO,,,YES,,Business intent recorded; the platform does not model this action.,
controller,Controller,Work Orders,R,(none),,CAPABILITY_GOVERNED,Enterprise finance,,NO,,,YES,,Business intent recorded; the platform does not model this action.,
controller,Controller,Parts Catalog,R,inventory.catalog.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Inventory Stock,R,inventory.balance.read inventory.transaction.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Inventory Adjustments,R,inventory.action.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Purchase Orders,R,reorder.purchaseOrder.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Receiving,R,(none),,CAPABILITY_GOVERNED,Enterprise finance,,NO,,,YES,,Business intent recorded; the platform does not model this action.,
controller,Controller,Transfer Orders,R,warehouse.transferOrder.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Serialized Assets,R,inventory.serializedAsset.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Equipment / Installed Base,R,(none),,RULE_GOVERNED,Enterprise finance,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
controller,Controller,Invoices / AR,CRE,finance.invoice.issue finance.read finance.adjustment.record,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Payments,CRE,finance.payment.apply finance.read finance.refund.record,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
controller,Controller,Notifications,R,(none),,RULE_GOVERNED,Enterprise finance,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
controller,Controller,Audit Log,R,audit.event.read,,CAPABILITY_GOVERNED,Enterprise finance,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Accounts,R,account.record.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Contacts,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopManager,Shop Manager,Customer Locations,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopManager,Shop Manager,Sales Orders,R,salesOrder.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Work Orders,CRE,workOrder.create workOrder.transition,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Dispatch Schedule,CRE,workOrder.transition,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Technician Time / Non-work,CRE,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopManager,Shop Manager,Parts Catalog,R,inventory.catalog.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Inventory Stock,R,inventory.balance.read inventory.transaction.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Serialized Assets,R,inventory.serializedAsset.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Equipment / Installed Base,CRE,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopManager,Shop Manager,Invoices / AR,R,finance.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopManager,Shop Manager,Notifications,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopManager,Shop Manager,Audit Log,R,audit.event.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Accounts,R,account.record.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Contacts,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopAssociate,Shop Associate,Customer Locations,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopAssociate,Shop Associate,Sales Orders,R,salesOrder.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Work Orders,CRE,workOrder.create workOrder.transition,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Dispatch Schedule,CRE,workOrder.transition,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Technician Time / Non-work,CRE,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopAssociate,Shop Associate,Parts Catalog,R,inventory.catalog.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Inventory Stock,R,inventory.balance.read inventory.transaction.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Serialized Assets,R,inventory.serializedAsset.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Equipment / Installed Base,CRE,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopAssociate,Shop Associate,Invoices / AR,R,finance.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
shopAssociate,Shop Associate,Notifications,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
shopAssociate,Shop Associate,Audit Log,R,audit.event.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Accounts,CRE,account.record.create account.record.read account.record.update,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Contacts,CRE,(none),,RULE_GOVERNED,Enterprise,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
generalManager,General Manager,Customer Locations,CRE,(none),,RULE_GOVERNED,Enterprise,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
generalManager,General Manager,Opportunities,CRE,opportunity.write opportunity.createSalesOrder opportunity.read,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Marketing Initiatives,CRE,(none),,UNMODELLED,Enterprise,,NO,,,YES,,Business intent recorded; the platform does not model this action.,
generalManager,General Manager,Sales Orders,CRE,salesOrder.write salesOrder.read,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Commissions,CRE,(none),,UNMODELLED,Enterprise,,NO,,,YES,,Business intent recorded; the platform does not model this action.,
generalManager,General Manager,Work Orders,CRE,workOrder.create workOrder.transition,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Dispatch Schedule,CRE,workOrder.transition,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Technician Time / Non-work,CRE,(none),,RULE_GOVERNED,Enterprise,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
generalManager,General Manager,Parts Catalog,CRE,inventory.catalog.manage inventory.catalog.read,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Inventory Stock,CRE,inventory.balance.read inventory.transaction.read,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Inventory Adjustments,CRE,inventory.action.read,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Purchase Orders,CRE,reorder.purchaseOrder.create reorder.purchaseOrder.read reorder.request.postPurchasingUpdate,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Receiving,CRE,inventory.stock.receive,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Transfer Orders,CRE,warehouse.transferOrder.read,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Serialized Assets,CRE,inventory.serializedAsset.read,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Equipment / Installed Base,CRE,(none),,RULE_GOVERNED,Enterprise,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
generalManager,General Manager,Invoices / AR,CRE,finance.invoice.issue finance.read finance.adjustment.record,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Payments,CRE,finance.payment.apply finance.read finance.refund.record,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
generalManager,General Manager,Notifications,CRE,(none),,RULE_GOVERNED,Enterprise,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
generalManager,General Manager,Users,CRED,(none),,UNMODELLED,Enterprise,,NO,,,YES,,Business intent recorded; the platform does not model this action.,
generalManager,General Manager,Roles / Permissions,CRED,(none),,UNMODELLED,Enterprise,,NO,,,YES,,Business intent recorded; the platform does not model this action.,
generalManager,General Manager,Audit Log,R,audit.event.read,,CAPABILITY_GOVERNED,Enterprise,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Accounts,R,account.record.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Contacts,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsAssociate,Parts Associate,Customer Locations,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsAssociate,Parts Associate,Sales Orders,R,salesOrder.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Work Orders,CRE,workOrder.create workOrder.transition,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Dispatch Schedule,CRE,workOrder.transition,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Technician Time / Non-work,CRE,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsAssociate,Parts Associate,Parts Catalog,R,inventory.catalog.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Inventory Stock,R,inventory.balance.read inventory.transaction.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Serialized Assets,R,inventory.serializedAsset.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Equipment / Installed Base,CRE,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsAssociate,Parts Associate,Invoices / AR,R,finance.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsAssociate,Parts Associate,Notifications,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsAssociate,Parts Associate,Audit Log,R,audit.event.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
supportStaff,Support Staff,Accounts,R,account.record.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
supportStaff,Support Staff,Contacts,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
supportStaff,Support Staff,Notifications,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsManager,Parts Manager,Accounts,R,account.record.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsManager,Parts Manager,Contacts,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsManager,Parts Manager,Customer Locations,R,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsManager,Parts Manager,Sales Orders,R,salesOrder.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsManager,Parts Manager,Work Orders,CRE,workOrder.create workOrder.transition,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsManager,Parts Manager,Dispatch Schedule,RE,workOrder.transition,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsManager,Parts Manager,Technician Time / Non-work,RE,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsManager,Parts Manager,Parts Catalog,CRE,inventory.catalog.manage inventory.catalog.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsManager,Parts Manager,Inventory Stock,CRE,inventory.balance.read inventory.transaction.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsManager,Parts Manager,Serialized Assets,CRE,inventory.serializedAsset.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsManager,Parts Manager,Equipment / Installed Base,CRE,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsManager,Parts Manager,Invoices / AR,CRE,finance.invoice.issue finance.read finance.adjustment.record,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
partsManager,Parts Manager,Notifications,CR,(none),,RULE_GOVERNED,Service organization,,NO,,,YES,,No capability governs this object; authority is enforced by firestore.rules.,
partsManager,Parts Manager,Audit Log,R,audit.event.read,,CAPABILITY_GOVERNED,Service organization,,YES,,,YES,,Capability governs the same business action this row describes.,
