canonical_partId,internalPartNumber,static_sku_match,match_method,match_result,name_production,name_static,name_parity,unit_production,unit_static_raw,unit_static_normalized,unit_parity,mismatch_or_ambiguity_reason
TST-1139,NOT_EXPOSED_IN_SOURCE,TST-1139,EXACT_STRING(partId==sku),MATCHED,Front Panel Assembly - Single Flavor,Front Panel Assembly - Single Flavor,MATCH,EACH,ea,EACH,MATCH,
TST-1140,NOT_EXPOSED_IN_SOURCE,TST-1140,EXACT_STRING(partId==sku),MATCHED,Drive Motor 1/4 HP - 3 Ton,Drive Motor 1/4 HP - 3 Ton,MATCH,EACH,ea,EACH,MATCH,
TST-1141,NOT_EXPOSED_IN_SOURCE,TST-1141,EXACT_STRING(partId==sku),MATCHED,Draw Handle - Countertop,Draw Handle - Countertop,MATCH,EACH,ea,EACH,MATCH,
TST-1142,NOT_EXPOSED_IN_SOURCE,TST-1142,EXACT_STRING(partId==sku),MATCHED,Drive Motor 1/2 HP - HD,Drive Motor 1/2 HP - HD,MATCH,EACH,ea,EACH,MATCH,
TST-1144,NOT_EXPOSED_IN_SOURCE,TST-1144,EXACT_STRING(partId==sku),MATCHED,Freezer Cylinder - Gen II,Freezer Cylinder - Gen II,MATCH,EACH,ea,EACH,MATCH,
TST-1145,NOT_EXPOSED_IN_SOURCE,TST-1145,EXACT_STRING(partId==sku),MATCHED,Mix Pump Assembly - Twin Twist,Mix Pump Assembly - Twin Twist,MATCH,EACH,ea,EACH,MATCH,
TST-1146,NOT_EXPOSED_IN_SOURCE,TST-1146,EXACT_STRING(partId==sku),MATCHED,Drive Belt - HD,Drive Belt - HD,MATCH,EACH,ea,EACH,MATCH,
TST-1147,NOT_EXPOSED_IN_SOURCE,TST-1147,EXACT_STRING(partId==sku),MATCHED,Hopper Agitator - Twin Twist,Hopper Agitator - Twin Twist,MATCH,EACH,ea,EACH,MATCH,
TST-1148,NOT_EXPOSED_IN_SOURCE,TST-1148,EXACT_STRING(partId==sku),MATCHED,Cleaning Cartridge - Gen II,Cleaning Cartridge - Gen II,MATCH,EACH,ea,EACH,MATCH,
TST-1149,NOT_EXPOSED_IN_SOURCE,TST-1149,EXACT_STRING(partId==sku),MATCHED,Mix Pump Assembly - Floor Model,Mix Pump Assembly - Floor Model,MATCH,EACH,ea,EACH,MATCH,
TST-1150,NOT_EXPOSED_IN_SOURCE,TST-1150,EXACT_STRING(partId==sku),MATCHED,Door Gasket - Pro Series,Door Gasket - Pro Series,MATCH,EACH,ea,EACH,MATCH,
TST-1151,NOT_EXPOSED_IN_SOURCE,TST-1151,EXACT_STRING(partId==sku),MATCHED,Drive Belt - 3 Ton,Drive Belt - 3 Ton,MATCH,EACH,ea,EACH,MATCH,
TST-1152,NOT_EXPOSED_IN_SOURCE,TST-1152,EXACT_STRING(partId==sku),MATCHED,Power Supply Board,Power Supply Board,MATCH,EACH,ea,EACH,MATCH,
TST-1153,NOT_EXPOSED_IN_SOURCE,TST-1153,EXACT_STRING(partId==sku),MATCHED,Tune-Up Kit — Standard - Gen II,Tune-Up Kit — Standard - Gen II,MATCH,KIT,kit,KIT,MATCH,
TST-1154,NOT_EXPOSED_IN_SOURCE,TST-1154,EXACT_STRING(partId==sku),MATCHED,Auger Shaft - Pro Series,Auger Shaft - Pro Series,MATCH,EACH,ea,EACH,MATCH,
TST-1155,NOT_EXPOSED_IN_SOURCE,TST-1155,EXACT_STRING(partId==sku),MATCHED,Brush Kit — Small - Twin Twist,Brush Kit — Small - Twin Twist,MATCH,KIT,kit,KIT,MATCH,
TST-1156,NOT_EXPOSED_IN_SOURCE,TST-1156,EXACT_STRING(partId==sku),MATCHED,Scraper Blade - HD,Scraper Blade - HD,MATCH,EACH,ea,EACH,MATCH,
TST-1157,NOT_EXPOSED_IN_SOURCE,TST-1157,EXACT_STRING(partId==sku),MATCHED,Drip Tray - Floor Model,Drip Tray - Floor Model,MATCH,EACH,ea,EACH,MATCH,
TST-1158,NOT_EXPOSED_IN_SOURCE,TST-1158,EXACT_STRING(partId==sku),MATCHED,Splash Panel - Countertop,Splash Panel - Countertop,MATCH,EACH,ea,EACH,MATCH,
TST-1159,NOT_EXPOSED_IN_SOURCE,TST-1159,EXACT_STRING(partId==sku),MATCHED,Evaporator Barrel - Gen II,Evaporator Barrel - Gen II,MATCH,EACH,ea,EACH,MATCH,
TST-1160,NOT_EXPOSED_IN_SOURCE,TST-1160,EXACT_STRING(partId==sku),MATCHED,Blade Assembly Kit - Gen II,Blade Assembly Kit - Gen II,MATCH,KIT,kit,KIT,MATCH,
TST-1161,NOT_EXPOSED_IN_SOURCE,TST-1161,EXACT_STRING(partId==sku),MATCHED,Brush Kit — Large - HD,Brush Kit — Large - HD,MATCH,KIT,kit,KIT,MATCH,
TST-1162,NOT_EXPOSED_IN_SOURCE,TST-1162,EXACT_STRING(partId==sku),MATCHED,Cleaning Cartridge - Countertop,Cleaning Cartridge - Countertop,MATCH,EACH,ea,EACH,MATCH,
TST-1163,NOT_EXPOSED_IN_SOURCE,TST-1163,EXACT_STRING(partId==sku),MATCHED,Drive Belt,Drive Belt,MATCH,EACH,ea,EACH,MATCH,
TST-1164,NOT_EXPOSED_IN_SOURCE,TST-1164,EXACT_STRING(partId==sku),MATCHED,Control Board - Floor Model,Control Board - Floor Model,MATCH,EACH,ea,EACH,MATCH,
TST-1165,NOT_EXPOSED_IN_SOURCE,TST-1165,EXACT_STRING(partId==sku),MATCHED,Mix Pump Tube - Compact,Mix Pump Tube - Compact,MATCH,EACH,ea,EACH,MATCH,
TST-1166,NOT_EXPOSED_IN_SOURCE,TST-1166,EXACT_STRING(partId==sku),MATCHED,Wiring Harness - 3 Ton,Wiring Harness - 3 Ton,MATCH,EACH,ea,EACH,MATCH,
TST-1167,NOT_EXPOSED_IN_SOURCE,TST-1167,EXACT_STRING(partId==sku),MATCHED,Sanitizer Solution 32oz - Floor Model,Sanitizer Solution 32oz - Floor Model,MATCH,BOTTLE,bottle,BOTTLE,MATCH,
TST-1168,NOT_EXPOSED_IN_SOURCE,TST-1168,EXACT_STRING(partId==sku),MATCHED,Hex Coupler - HD,Hex Coupler - HD,MATCH,EACH,ea,EACH,MATCH,
TST-1169,NOT_EXPOSED_IN_SOURCE,TST-1169,EXACT_STRING(partId==sku),MATCHED,Mix Pump Tube - 3 Ton,Mix Pump Tube - 3 Ton,MATCH,EACH,ea,EACH,MATCH,
TST-1170,NOT_EXPOSED_IN_SOURCE,TST-1170,EXACT_STRING(partId==sku),MATCHED,Power Supply Board - Pro Series,Power Supply Board - Pro Series,MATCH,EACH,ea,EACH,MATCH,
TST-1171,NOT_EXPOSED_IN_SOURCE,TST-1171,EXACT_STRING(partId==sku),MATCHED,Door Gasket - Countertop,Door Gasket - Countertop,MATCH,EACH,ea,EACH,MATCH,
TST-1172,NOT_EXPOSED_IN_SOURCE,TST-1172,EXACT_STRING(partId==sku),MATCHED,Drive Motor 1/4 HP - Gen II,Drive Motor 1/4 HP - Gen II,MATCH,EACH,ea,EACH,MATCH,
TST-1173,NOT_EXPOSED_IN_SOURCE,TST-1173,EXACT_STRING(partId==sku),MATCHED,Mix Pump Tube - Single Flavor,Mix Pump Tube - Single Flavor,MATCH,EACH,ea,EACH,MATCH,
TST-1174,NOT_EXPOSED_IN_SOURCE,TST-1174,EXACT_STRING(partId==sku),MATCHED,Air Valve Assembly,Air Valve Assembly,MATCH,EACH,ea,EACH,MATCH,
TST-1176,NOT_EXPOSED_IN_SOURCE,TST-1176,EXACT_STRING(partId==sku),MATCHED,Wiring Harness - Single Flavor,Wiring Harness - Single Flavor,MATCH,EACH,ea,EACH,MATCH,
TST-1177,NOT_EXPOSED_IN_SOURCE,TST-1177,EXACT_STRING(partId==sku),MATCHED,Sanitizer Solution 32oz - Single Flavor,Sanitizer Solution 32oz - Single Flavor,MATCH,BOTTLE,bottle,BOTTLE,MATCH,
TST-1178,NOT_EXPOSED_IN_SOURCE,TST-1178,EXACT_STRING(partId==sku),MATCHED,Drive Motor 1/2 HP - Pro Series,Drive Motor 1/2 HP - Pro Series,MATCH,EACH,ea,EACH,MATCH,
TST-1179,NOT_EXPOSED_IN_SOURCE,TST-1179,EXACT_STRING(partId==sku),MATCHED,Compressor 1 HP - 3 Ton,Compressor 1 HP - 3 Ton,MATCH,EACH,ea,EACH,MATCH,
TST-1180,NOT_EXPOSED_IN_SOURCE,TST-1180,EXACT_STRING(partId==sku),MATCHED,Evaporator Barrel - Pro Series,Evaporator Barrel - Pro Series,MATCH,EACH,ea,EACH,MATCH,
TST-1181,NOT_EXPOSED_IN_SOURCE,TST-1181,EXACT_STRING(partId==sku),MATCHED,Hex Coupler - 3 Ton,Hex Coupler - 3 Ton,MATCH,EACH,ea,EACH,MATCH,
TST-1182,NOT_EXPOSED_IN_SOURCE,TST-1182,EXACT_STRING(partId==sku),MATCHED,Drip Tray - Compact,Drip Tray - Compact,MATCH,EACH,ea,EACH,MATCH,
TST-1183,NOT_EXPOSED_IN_SOURCE,TST-1183,EXACT_STRING(partId==sku),MATCHED,Relay Switch - HD,Relay Switch - HD,MATCH,EACH,ea,EACH,MATCH,
TST-1184,NOT_EXPOSED_IN_SOURCE,TST-1184,EXACT_STRING(partId==sku),MATCHED,Beater Assembly - 3 Ton,Beater Assembly - 3 Ton,MATCH,EACH,ea,EACH,MATCH,
TST-1185,NOT_EXPOSED_IN_SOURCE,TST-1185,EXACT_STRING(partId==sku),MATCHED,Mix Pump Assembly - Pro Series,Mix Pump Assembly - Pro Series,MATCH,EACH,ea,EACH,MATCH,
TST-1186,NOT_EXPOSED_IN_SOURCE,TST-1186,EXACT_STRING(partId==sku),MATCHED,Syrup Pump - HD,Syrup Pump - HD,MATCH,EACH,ea,EACH,MATCH,
TST-1187,NOT_EXPOSED_IN_SOURCE,TST-1187,EXACT_STRING(partId==sku),MATCHED,Power Supply Board - Gen II,Power Supply Board - Gen II,MATCH,EACH,ea,EACH,MATCH,
TST-1188,NOT_EXPOSED_IN_SOURCE,TST-1188,EXACT_STRING(partId==sku),MATCHED,Auger Shaft - 3 Ton,Auger Shaft - 3 Ton,MATCH,EACH,ea,EACH,MATCH,
TST-1190,NOT_EXPOSED_IN_SOURCE,TST-1190,EXACT_STRING(partId==sku),MATCHED,Syrup Pump,Syrup Pump,MATCH,EACH,ea,EACH,MATCH,
TST-1191,NOT_EXPOSED_IN_SOURCE,TST-1191,EXACT_STRING(partId==sku),MATCHED,Lubricant Tube 4oz - Compact,Lubricant Tube 4oz - Compact,MATCH,TUBE,tube,TUBE,MATCH,
TST-1192,NOT_EXPOSED_IN_SOURCE,TST-1192,EXACT_STRING(partId==sku),MATCHED,Blade Assembly Kit - Pro Series,Blade Assembly Kit - Pro Series,MATCH,KIT,kit,KIT,MATCH,
TST-1194,NOT_EXPOSED_IN_SOURCE,TST-1194,EXACT_STRING(partId==sku),MATCHED,Scraper Blade - Twin Twist,Scraper Blade - Twin Twist,MATCH,EACH,ea,EACH,MATCH,
TST-1195,NOT_EXPOSED_IN_SOURCE,TST-1195,EXACT_STRING(partId==sku),MATCHED,Auger Shaft - Compact,Auger Shaft - Compact,MATCH,EACH,ea,EACH,MATCH,
TST-1196,NOT_EXPOSED_IN_SOURCE,TST-1196,EXACT_STRING(partId==sku),MATCHED,Mix Pump Tube - Countertop,Mix Pump Tube - Countertop,MATCH,EACH,ea,EACH,MATCH,
TST-1197,NOT_EXPOSED_IN_SOURCE,TST-1197,EXACT_STRING(partId==sku),MATCHED,O-Ring Kit - Twin Twist,O-Ring Kit - Twin Twist,MATCH,KIT,kit,KIT,MATCH,
TST-1198,NOT_EXPOSED_IN_SOURCE,TST-1198,EXACT_STRING(partId==sku),MATCHED,Hopper Agitator - Countertop,Hopper Agitator - Countertop,MATCH,EACH,ea,EACH,MATCH,
TST-1199,NOT_EXPOSED_IN_SOURCE,TST-1199,EXACT_STRING(partId==sku),MATCHED,Brush Kit — Small - HD,Brush Kit — Small - HD,MATCH,KIT,kit,KIT,MATCH,
TST-1200,NOT_EXPOSED_IN_SOURCE,TST-1200,EXACT_STRING(partId==sku),MATCHED,Brush Kit — Large,Brush Kit — Large,MATCH,KIT,kit,KIT,MATCH,
